	Stop number	Name without locality	Locality	Locality number	Code	Stop No	NaPTAN stop class	NaPTANId	Easting	Northing	lat	lon
5784	10060	Woodview Drive	Bray	E0835048	->N	5088	BCT	8350DB005088	726334	717035	53.18874807	-6.109582694
5785	10060	Woodview Drive	Bray	E0835048	->S	5167	BCT	8350DB005167	726345	717019	53.18860174	-6.109424515
5786	10061	Garden Village Court	Newtown Mount Kennedy	E0835041	->N	466	BCT	8350DB004661	726665	707134	53.09973543	-6.108545224
5787	10062	Halting Site	Kilmacanoge	E0835046	->N	4844	BCT	8350DB004844	724391	715384	53.17437571	-6.139282279
5788	10063	Newcastle Road (Sea Road)	Newcastle (Wicklow)	E0835040	->NW1	4260	BCT	8350DB004260	729771	703982	53.07067778	-6.063464407
5789	10063	Newcastle Road (Sea Road)	Newcastle (Wicklow)	E0835040	->NW2	426	BCT	8350DB004261	729688	704078	53.07156022	-6.064663547
5790	10063	Newcastle Road (Sea Road)	Newcastle (Wicklow)	E0835040	->SE	4956	BCT	8350DB004956	729747	704031	53.07112373	-6.063802581
5791	10064	Ashlawn Court	Bray	E0835048	->E	5005	BCT	8350DB005005	725105	718551	53.20265561	-6.127368702
5792	10065	Rock Valley	Kilmacanoge	E0835046	->SE	6000	BCT	8350DB006000	724589	714951	53.17044003	-6.136490771
5793	10065	Rock Valley	Kilmacanoge	E0835046	->NW	4533	BCT	8350DB004533	724588	714851	53.16954202	-6.136544648
5794	10066	Delgany Road	County Wicklow	E0835049	->SW	601	BCT	8350DB006019	726867	710395	53.12897894	-6.104242218
5795	10067	Dargle Cresent	Bray	E0835048	->S	606	BCT	8350DB006061	725406	718673	53.20368058	-6.122817935
5796	10068	Slip Road To Bray	County Wicklow	E0835049	->NE	515	BCT	8350DB005151	724565	717568	53.19395263	-6.135830227
5797	10069	Community Education Centre	Blessington	E0835037	->N	5	BCT	8350DB005111	697872	713975	53.16725176	-6.536239975
5798	10070	Golf Club	County Wicklow	E0835049	->N	5135	BCT	8350DB005135	727316	715730	53.1767923	-6.095416778
5799	10071	Gorse Hill	Newcastle (Wicklow)	E0835040	->N	5136	BCT	8350DB005136	729485	704777	53.077888	-6.067409831
5800	10071	Gorse Hill	Newcastle (Wicklow)	E0835040	->S	425	BCT	8350DB004259	729506	704829	53.07834999	-6.06707567
5801	10072	Greystones Road (Windgate)	County Wicklow	E0835049	->NW	42	BCT	8350DB004299	728009	714213	53.1630002	-6.085662915
5802	10072	Greystones Road (Windgate)	County Wicklow	E0835049	->S	513	BCT	8350DB005139	728073	714061	53.16161953	-6.084767197
5803	10072	Greystones Road (Windgate)	County Wicklow	E0835049	->SE	4213	BCT	8350DB004213	728009	714316	53.16392536	-6.085621734
5804	10073	Deepdales Estate	Bray	E0835048	->SW	7367	BCT	8350DB007367	725418	716356	53.18286569	-6.123547654
5805	10074	Giltspur Retail Park Roundabout	Bray	E0835048	->W	7368	BCT	8350DB007368	725112	716186	53.18141068	-6.128189727
5807	10075	Upper Dargle Road #2	Bray	E0835048	->NE	736	BCT	8350DB007369	725475	718659	53.20353856	-6.121791192
5809	10077	Bray Business Park	Bray	E0835048	->E	458	BCT	8350DB004589	725913	716522	53.1842399	-6.11608068
5810	10077	Bray Business Park	Bray	E0835048	->W	7366	BCT	8350DB007366	725768	716482	53.18391489	-6.118264631
5811	10078	Three Trouts Bridge	Greystones	E0835045	->N	4275	BCT	8350DB004275	728876	710444	53.12893746	-6.074220702
5812	10078	Three Trouts Bridge	Greystones	E0835045	->S	735	BCT	8350DB007352	728930	710342	53.12800823	-6.073455274
5813	10079	Southern Cross Road (Killarney Road)	Bray	E0835048	->E	7363	BCT	8350DB007363	724863	716214	53.18172065	-6.131901935
5814	10080	Belmont Estate	Bray	E0835048	->E	7364	BCT	8350DB007364	726437	716575	53.18459177	-6.108224266
5823	10086	Delgany Road (Priory Road)	Delgany	E0835044	->SE	424	BCT	8350DB004242	727592	710821	53.13263246	-6.09324574
5824	10086	Delgany Road (Priory Road)	Delgany	E0835044	->NW	4234	BCT	8350DB004234	727569	710817	53.13260204	-6.093590838
5825	10087	Valleymount Road R758 #1	Valleymount	E0835016	->NW	7265	BCT	8350DB007265	698785	706137	53.09666453	-6.525004134
5826	10087	Valleymount Road R758 #1	Valleymount	E0835016	->S	7264	BCT	8350DB007264	698793	706097	53.09630368	-6.524897021
5827	10088	Valleymount Road #1	Valleymount	E0835016	->W	7266	BCT	8350DB007266	699542	706064	53.09586811	-6.513727833
5828	10089	Ballyknockan Road	Valleymount	E0835016	->E	7267	BCT	8350DB007267	699507	706069	53.09591955	-6.514248681
5829	10090	School	Valleymount	E0835016	->S	7263	BCT	8350DB007263	698768	707235	53.10653246	-6.524920385
5830	10091	Bridge car park	Valleymount	E0835016	->SE	7260	BCT	8350DB007260	697864	708325	53.1164919	-6.538084449
5831	10091	Bridge car park	Valleymount	E0835016	->NW	726	BCT	8350DB007261	697833	708343	53.11665931	-6.538541884
5832	10092	O'Connors Pub	Valleymount	E0835016	->S	726	BCT	8350DB007262	698758	707174	53.10598626	-6.525088432
5833	10093	Dublin Road Wicklow	Newcastle (Wicklow)	E0835040	->N	727	BCT	8350DB007279	726919	705509	53.08507873	-6.105396026
5835	10095	Upper Dargle Road	Bray	E0835048	->SW	7295	BCT	8350DB007295	725629	718862	53.20532562	-6.119407509
5836	10096	Newcastle Road (Newcastle Road)	Newcastle (Wicklow)	E0835040	->S1	727	BCT	8350DB007272	729476	704620	53.07647998	-6.06760724
5837	10096	Newcastle Road (Newcastle Road)	Newcastle (Wicklow)	E0835040	->S2	727	BCT	8350DB007271	729465	704630	53.07657246	-6.067767287
5838	10097	Village	County Wicklow	E0835049	->S	726	BCT	8350DB007269	700520	707233	53.10618745	-6.498764991
5839	10097	Village	County Wicklow	E0835049	->N	7268	BCT	8350DB007268	700512	707230	53.10616201	-6.498885362
5840	10098	Valleymount Road	County Wicklow	E0835049	->W	7270	BCT	8350DB007270	700979	707354	53.10718791	-6.491874524
6005	10183	Hill View	Enniskerry	E0835047	->SE	4	BCT	8350DB004111	720847	717604	53.19513334	-6.191427305
6006	10183	Hill View	Enniskerry	E0835047	->NW	4105	BCT	8350DB004105	720826	717628	53.1953537	-6.191732341
6007	10184	Powerscourt Golf Course	Enniskerry	E0835047	->NW	4106	BCT	8350DB004106	720749	717723	53.19622453	-6.192848188
6008	10184	Powerscourt Golf Course	Enniskerry	E0835047	->SE	4110	BCT	8350DB004110	720782	717704	53.19604637	-6.192361755
6009	10185	Enniskerry Golf Course	Enniskerry	E0835047	->S	4108	BCT	8350DB004108	720240	717223	53.19184843	-6.200649976
6010	10186	Kilgarron Road	Enniskerry	E0835047	->W	4103	BCT	8350DB004103	721489	717355	53.19275048	-6.181919194
6011	10187	Finlay Breton	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	4098	BCT	8350DB004098	700911	718642	53.20861321	-6.489332971
6012	10187	Finlay Breton	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4056	BCT	8350DB004056	700895	718637	53.20857133	-6.489573985
6013	10188	Veterinary Clinic	County Wicklow	E0835049	->SW	4100	BCT	8350DB004100	699214	716394	53.18873617	-6.515426245
6014	10188	Veterinary Clinic	County Wicklow	E0835049	->NE	410	BCT	8350DB004102	699201	716409	53.18887336	-6.515616042
6015	10189	Blessington Road	County Wicklow	E0835049	->NE	410	BCT	8350DB004101	699031	716184	53.18688358	-6.518228587
6016	10189	Blessington Road	County Wicklow	E0835049	->SW	40	BCT	8350DB004021	698991	716105	53.18618127	-6.518851336
6017	10190	Enniskerry Road	Enniskerry	E0835047	->NW	4114	BCT	8350DB004114	722102	717386	53.19288865	-6.17273891
6018	10191	Church	Enniskerry	E0835047	->NW	4115	BCT	8350DB004115	722012	717488	53.19382551	-6.174046074
6019	10191	Church	Enniskerry	E0835047	->SE	4094	BCT	8350DB004094	722024	717484	53.19378683	-6.173868117
6020	10192	National Environmental Centre	Enniskerry	E0835047	->SE	4093	BCT	8350DB004093	722033	718051	53.19887789	-6.173516965
6021	10192	National Environmental Centre	Enniskerry	E0835047	->NW	4116	BCT	8350DB004116	722011	718063	53.19899073	-6.173841476
6022	10193	Saint Mary's GAA Club	Enniskerry	E0835047	->E	4113	BCT	8350DB004113	721494	717363	53.1928212	-6.18184137
6023	10194	Kilmolin Road	Enniskerry	E0835047	->NE	410	BCT	8350DB004109	720576	717668	53.19576971	-6.195456685
6024	10195	Kilgarron Park	Enniskerry	E0835047	->W	4104	BCT	8350DB004104	721227	717406	53.19326834	-6.185818522
6025	10195	Kilgarron Park	Enniskerry	E0835047	->E	411	BCT	8350DB004112	721267	717406	53.19325923	-6.185220244
6026	10196	Powerscourt National School	Enniskerry	E0835047	->S1	4096	BCT	8350DB004096	722286	717383	53.19281945	-6.169988027
6027	10196	Powerscourt National School	Enniskerry	E0835047	->S2	4097	BCT	8350DB004097	722276	717404	53.19301038	-6.170129559
6028	10197	Golden Hill	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	4015	BCT	8350DB004015	700617	718381	53.20632408	-6.493814811
6029	10197	Golden Hill	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4064	BCT	8350DB004064	700641	718425	53.20671484	-6.493441812
6030	10197	Golden Hill	Kilbride ((nr Blessington) Wicklow)	E0835008	->SE	4063	BCT	8350DB004063	700538	718329	53.20587185	-6.495013325
6031	10198	Antique Shop	Kilbride ((nr Blessington) Wicklow)	E0835008	->NW	4065	BCT	8350DB004065	701737	719388	53.21515788	-6.47673453
6032	10198	Antique Shop	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	4013	BCT	8350DB004013	701695	719339	53.2147257	-6.477378748
6033	10199	Lisheen View	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	401	BCT	8350DB004012	701967	719624	53.21723403	-6.473216773
6034	10199	Lisheen View	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4066	BCT	8350DB004066	701952	719642	53.21739862	-6.473435535
6035	10200	Clarke Group	Blessington	E0835037	->SW	40	BCT	8350DB004022	698780	715780	53.18330061	-6.522107667
6036	10200	Clarke Group	Blessington	E0835037	->NE	4057	BCT	8350DB004057	698784	715811	53.18357838	-6.522038266
6037	10201	Carton Lodge	County Wicklow	E0835049	->NE	4058	BCT	8350DB004058	699382	716646	53.19096883	-6.512834979
6038	10202	Hempstown	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	4017	BCT	8350DB004017	700305	718027	53.20320266	-6.498594716
6039	10202	Hempstown	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	406	BCT	8350DB004062	700308	718051	53.20341771	-6.498542291
6040	10203	Enniskerry Town Hall	Enniskerry	E0835047	->NE	4095	BCT	8350DB004095	722258	717397	53.19295164	-6.170401458
6041	10204	Monastery House	Enniskerry	E0835047	->SW	40	BCT	8350DB004091	721837	718572	53.20360274	-6.176250184
6042	10204	Monastery House	Enniskerry	E0835047	->NE	4118	BCT	8350DB004118	721841	718585	53.2037186	-6.176185383
6043	10205	Carrig View	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4068	BCT	8350DB004068	702345	720361	53.22378254	-6.467322674
6044	10205	Carrig View	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	40	BCT	8350DB004011	702346	720332	53.22352181	-6.467317008
6045	10206	The Scalp Wood	Dún Laoghaire-Rathdown	E0825034	->N	41	BCT	8350DB004121	721429	720410	53.22020605	-6.181654959
6046	10206	The Scalp Wood	Dún Laoghaire-Rathdown	E0825034	->S	4088	BCT	8350DB004088	721428	720431	53.22039492	-6.181661934
6047	10207	Killegar House	Enniskerry	E0835047	->NW	4120	BCT	8350DB004120	721789	719639	53.21319815	-6.176561319
6048	10207	Killegar House	Enniskerry	E0835047	->SE	408	BCT	8350DB004089	721812	719595	53.21279765	-6.176233942
6049	10208	Ridgeway	Enniskerry	E0835047	->S	4090	BCT	8350DB004090	721894	719307	53.21019188	-6.175116883
6050	10209	Market House	Bray	E0835048	->NE	418	BCT	8350DB004182	726143	718312	53.20026373	-6.111934996
6051	10209	Market House	Bray	E0835048	->N	4150	BCT	8350DB004150	726233	718298	53.20011663	-6.11059424
6053	10210	Bray Town Hall	Bray	E0835048	->NE	415	BCT	8350DB004151	726231	718493	53.20186865	-6.110547104
6054	10210	Bray Town Hall	Bray	E0835048	->SW	413	BCT	8350DB004132	726261	718531	53.20220285	-6.110083305
6057	10211	Main Street Bray (Florence Road)	Bray	E0835048	->N3	2997	BCT	8350DB002997	726280	718634	53.20312352	-6.109758356
6058	10213	Vevay Road #2	Bray	E0835048	->NW	414	BCT	8350DB004149	726520	717576	53.19356328	-6.10658698
6059	10214	Boghall Road (Vevay Road)	Bray	E0835048	->W	4137	BCT	8350DB004137	726787	717034	53.18863137	-6.102808618
6060	10214	Boghall Road (Vevay Road)	Bray	E0835048	->E1	4146	BCT	8350DB004146	726796	717049	53.18876396	-6.102668077
6061	10215	Putland Villas	Bray	E0835048	->SE	4136	BCT	8350DB004136	726629	717433	53.1922529	-6.105013392
6062	10215	Putland Villas	Bray	E0835048	->N	4148	BCT	8350DB004148	726636	717381	53.19178415	-6.104929303
6063	10216	Bray Esplanade (Victoria Avenue)	Bray	E0835048	->S	4160	BCT	8350DB004160	727152	718365	53.2004996	-6.09682062
6064	10217	Bray Esplanade (Putland Road)	Bray	E0835048	->SE1	416	BCT	8350DB004161	727291	718117	53.19823878	-6.094840171
6065	10217	Bray Esplanade (Putland Road)	Bray	E0835048	->SE2	416	BCT	8350DB004162	727307	718100	53.19808226	-6.094607618
6066	10218	Ferndale	Bray	E0835048	->SW	4163	BCT	8350DB004163	727136	717855	53.19592251	-6.097262895
6067	10219	Bray Esplanade (near Albert Avenue)	Bray	E0835048	->S1	4158	BCT	8350DB004158	726986	718786	53.20432075	-6.099136404
6068	10219	Bray Esplanade (near Albert Avenue)	Bray	E0835048	->S2	415	BCT	8350DB004159	727056	718622	53.20283096	-6.098154437
6069	10220	Quinsborough Road (Herbert Road)	Bray	E0835048	->E	4155	BCT	8350DB004155	726410	718807	53.20464657	-6.107745123
6070	10221	Quinsborough Road	Bray	E0835048	->E1	4157	BCT	8350DB004157	726899	718917	53.20551818	-6.10038588
6071	10222	Woodbrook Lawn	Bray	E0835048	->W	413	BCT	8350DB004139	726185	716975	53.18824447	-6.111834634
6072	10222	Woodbrook Lawn	Bray	E0835048	->E	4144	BCT	8350DB004144	726193	716980	53.18828749	-6.111713024
6073	10225	June Blake's Garden	Kilbride ((nr Blessington) Wicklow)	E0835008	->NE	4133	BCT	8350DB004133	701237	719039	53.2121179	-6.484328635
6074	10225	June Blake's Garden	Kilbride ((nr Blessington) Wicklow)	E0835008	->SW	4014	BCT	8350DB004014	701226	718985	53.21163486	-6.484510381
6075	10226	Vevay Road (Church Road)	Bray	E0835048	->SE	4134	BCT	8350DB004134	726352	718018	53.19757336	-6.108924889
6076	10226	Vevay Road (Church Road)	Bray	E0835048	->NW	3045	BCT	8350DB003045	726347	718002	53.19743083	-6.109006005
6078	10227	Castle Street	Bray	E0835048	->SE	4130	BCT	8350DB004130	726017	719090	53.2072818	-6.113512848
6079	10228	Bramble Hill	Enniskerry	E0835047	->N	411	BCT	8350DB004119	721873	719328	53.21038532	-6.175423085
6080	10229	Oldcourt Park	Bray	E0835048	->W	4140	BCT	8350DB004140	725889	716933	53.18793731	-6.116277736
6081	10230	Oldcourt Estate	Bray	E0835048	->SW	414	BCT	8350DB004141	725637	717041	53.18896694	-6.120003835
6082	10230	Oldcourt Estate	Bray	E0835048	->E	414	BCT	8350DB004142	725663	716974	53.18835899	-6.119641344
6083	10231	Boghall Road	Bray	E0835048	->E	4143	BCT	8350DB004143	725895	716949	53.18807961	-6.116181708
6084	10232	Lauderdale Estate	Bray	E0835048	->S	4135	BCT	8350DB004135	726498	717696	53.19464638	-6.106868522
6119	10253	Hempstead	County Wicklow	E0835049	->NE	405	BCT	8260DB004059	699570	717059	53.19464413	-6.509894093
6120	10253	Hempstead	County Wicklow	E0835049	->SW	401	BCT	8350DB004019	699559	716985	53.19398136	-6.510081706
6121	10254	Cleevaun	County Wicklow	E0835049	->SW	4020	BCT	8350DB004020	699387	716627	53.1907972	-6.512766094
6122	10255	Wexford Road	County Wicklow	E0835049	->N	344	BCT	8350DB003442	725407	712193	53.14547461	-6.125342811
6123	10256	Tourist Office	Blessington	E0835037	->NE	405	BCT	8350DB004051	698133	714412	53.17112985	-6.532203901
6124	10256	Tourist Office	Blessington	E0835037	->SW	4027	BCT	8350DB004027	698196	714469	53.17163034	-6.531244444
6125	10257	Community Centre	Blessington	E0835037	->NE	405	BCT	8350DB004052	698345	714719	53.1738489	-6.528939759
6126	10258	Hayland's Sand Pits	Blessington	E0835037	->NE	4054	BCT	8350DB004054	698471	714972	53.17609862	-6.526977842
6127	10258	Hayland's Sand Pits	Blessington	E0835037	->SW	4024	BCT	8350DB004024	698472	714947	53.17587383	-6.526970584
6128	10259	Hayland's Sand Pits	Blessington	E0835037	->N	4055	BCT	8350DB004055	698593	715335	53.17933731	-6.525041629
6129	10259	Hayland's Sand Pits	Blessington	E0835037	->S	4023	BCT	8350DB004023	698584	715253	53.17860227	-6.525201494
6138	10266	Set Down Stop	Bray	E0835048	->S1	2974	BCT	8350DB002974	726840	718840	53.20484062	-6.10129913
6139	10266	Set Down Stop	Bray	E0835048	->S2	2973	BCT	8350DB002973	726845	718832	53.20476757	-6.101227506
6140	10267	Herbert Road	Bray	E0835048	->NE	2993	BCT	8350DB002993	725127	717638	53.19444955	-6.12739715
6141	10268	Killarney Park	Bray	E0835048	->SE	2994	BCT	8350DB002994	725474	717891	53.19664037	-6.122107789
6142	10269	Killarney Lane	Bray	E0835048	->NW	296	BCT	8350DB002962	725508	717844	53.19621019	-6.121617691
6143	10270	Killarney Heights	Bray	E0835048	->SW	2963	BCT	8350DB002963	725143	717648	53.19453561	-6.127153924
6144	10271	Herbert Park	Bray	E0835048	->SE	2964	BCT	8350DB002964	725026	717313	53.19155402	-6.129034931
6145	10272	Larch Hill	Bray	E0835048	->SW	4164	BCT	8350DB004164	726997	717760	53.19510239	-6.099379691
6146	10273	Rugby Club	Greystones	E0835045	->SW	4227	BCT	8350DB004227	729381	711169	53.13532726	-6.066386809
6147	10273	Rugby Club	Greystones	E0835045	->NE	427	BCT	8350DB004279	729356	711143	53.13509979	-6.066770691
6148	10274	Mill Road	Greystones	E0835045	->NE	4280	BCT	8350DB004280	729434	711323	53.13669764	-6.065533057
6149	10275	Greystones	Greystones	E0835045	->NE	428	BCT	8350DB004281	729543	711523	53.1384676	-6.063824209
6150	10275	Greystones	Greystones	E0835045	->SW	4225	BCT	8350DB004225	729744	711647	53.13953251	-6.060771728
6151	10276	Woodlands Hotel	Greystones	E0835045	->NE	428	BCT	8350DB004282	729713	711632	53.13940532	-6.06124085
6152	10277	Millbrook Garden Centre	Greystones	E0835045	->E	4278	BCT	8350DB004278	729044	710878	53.1327951	-6.071537268
6153	10279	Killincarrick Cross	Greystones	E0835045	->NW	4276	BCT	8350DB004276	728730	710610	53.13046376	-6.076334408
6154	10279	Killincarrick Cross	Greystones	E0835045	->SE	423	BCT	8350DB004231	728727	710634	53.13068006	-6.07636958
6155	10280	Mill Road	Greystones	E0835045	->E	4277	BCT	8350DB004277	728790	710849	53.13259602	-6.075342401
6156	10282	Killincarrick Road (Church Lane)	Greystones	E0835045	->S	428	BCT	8350DB004289	728590	712360	53.14621635	-6.077723397
6157	10282	Killincarrick Road (Church Lane)	Greystones	E0835045	->N	4294	BCT	8350DB004294	728571	712379	53.14639159	-6.077999629
6158	10283	Bellevue Road	Greystones	E0835045	->W	4293	BCT	8350DB004293	728766	712189	53.14463792	-6.075162716
6159	10283	Bellevue Road	Greystones	E0835045	->E	4290	BCT	8350DB004290	728724	712179	53.14455824	-6.075794174
6160	10284	Bellevue Park	Greystones	E0835045	->E	42	BCT	8350DB004291	729187	712261	53.14518278	-6.068844352
6161	10284	Bellevue Park	Greystones	E0835045	->W	42	BCT	8350DB004292	729154	712237	53.1449752	-6.069347017
6162	10285	Rathdown Road (Victoria Road)	Greystones	E0835045	->E	421	BCT	8350DB004219	729342	712818	53.15014822	-6.066303968
6163	10285	Rathdown Road (Victoria Road)	Greystones	E0835045	->W2	4286	BCT	8350DB004286	729328	712804	53.15002587	-6.066518792
6164	10286	Church Road	Greystones	E0835045	->NW	4283	BCT	8350DB004283	729675	712150	53.14406728	-6.061598934
6165	10287	Church Road (La Touche Place)	Greystones	E0835045	->SW	4	BCT	8350DB004222	729514	712279	53.14526511	-6.063951958
6166	10287	Church Road (La Touche Place)	Greystones	E0835045	->NW	4284	BCT	8350DB004284	729465	712301	53.14547462	-6.064675094
6167	10288	Trafalgar Road	Greystones	E0835045	->NW	4285	BCT	8350DB004285	729485	712591	53.14807457	-6.064259142
6168	10288	Trafalgar Road	Greystones	E0835045	->S	4	BCT	8350DB004221	729544	712455	53.14683867	-6.063432644
6169	10288	Trafalgar Road	Greystones	E0835045	->SE	4220	BCT	8350DB004220	729471	712644	53.14855402	-6.064446892
6170	10289	Eden Gate Estate	Kilcoole	E0835042	->N	4273	BCT	8350DB004273	728980	709664	53.12190623	-6.072981113
6171	10290	Newcastle Road (Leabeg Road)	Newcastle (Wicklow)	E0835040	->N	426	BCT	8350DB004262	729440	705459	53.08402478	-6.067806677
6172	10291	Leabeg House (Leabeg House)	Newcastle (Wicklow)	E0835040	->S	4258	BCT	8350DB004258	729451	705482	53.0842287	-6.067633323
6173	10292	Kilcoole (New Road)	Kilcoole	E0835042	->N	4267	BCT	8350DB004267	729562	708195	53.10857045	-6.064883933
